"ReadCode"	"ConceptId"	"term"	"DescriptionId"
"9OqCB"	"302781000000106"	"Newborn blood spot screening programme - congenital hypothyroidism (CHT) not screened for or screening incomplete"	"1550511000000116"
"9OqCC"	"384341000000107"	"Cystic fibrosis repeat screening with further sample required"	"758391000000118"
"9OqCC"	"384341000000107"	"Newborn blood spot screening programme, cystic fibrosis repeat screening with further sample required"	"758401000000115"
"9OqCD"	"384401000000104"	"Newborn blood spot screening programme, cystic fibrosis not suspected and other disorders follow up required"	"758591000000111"
"9OqCE"	"302771000000109"	"Cystic fibrosis not screened for or screening incomplete"	"537311000000112"
"9OqCE"	"302771000000109"	"Newborn blood spot screening programme - cystic fibrosis not screened for or screening incomplete"	"1550531000000112"
"9OqCF"	"384351000000105"	"Sickle cell repeat screening with further sample required"	"758421000000112"
"9OqCG"	"384381000000104"	"Newborn blood spot screening programme, sickle cell not suspected and other disorders follow up required"	"758521000000113"
"9OqCH"	"302751000000100"	"Newborn blood spot screening programme - sickle cell not screened for or screening incomplete"	"1550521000000110"
"9OqCH"	"302751000000100"	"Sickle cell not screened for or screening incomplete"	"571721000000114"
"9OqCJ"	"777231000000105"	"Newborn blood spot screening programme incomplete as outside of area of current screening coverage"	"1736321000000116"
"9OqD"	"885351000000106"	"Dementia screening questionnaire sent to patient"	"2282031000000115"
"9OqE"	"885371000000102"	"Dementia screening questionnaire completed"	"2282071000000118"
"9OqF"	"887951000000102"	"No response to dementia screening invitation"	"2287501000000117"
"9OqG"	"934111000000106"	"ECog (Everyday Cognition) questionnaire completed"	"2392971000000110"
"9OqG"	"934111000000106"	"Everyday Cognition questionnaire completed"	"2392961000000115"
"9OqH"	"981961000000101"	"Abdominal aortic aneurysm screening status"	"2497421000000113"
"9OqH0"	"981981000000105"	"NHS abdominal aortic aneurysm screening programme initial screening incomplete, did not attend"	"2497461000000117"
"9OqH1"	"982001000000105"	"NHS abdominal aortic aneurysm screening programme initial screening incomplete, contact abandoned"	"2497501000000117"
"9OqH2"	"982021000000101"	"NHS abdominal aortic aneurysm screening programme initial screening incomplete, previously diagnosed abdominal aortic aneurysm"	"2497541000000119"
"9OqH3"	"982041000000108"	"NHS abdominal aortic aneurysm screening programme initial screening incomplete, previous abdominal aortic aneurysm surgery"	"2497581000000110"
"9OqH4"	"982061000000109"	"NHS abdominal aortic aneurysm screening programme initial screening incomplete, previous imaging shows no abdominal aortic aneurysm"	"2497621000000110"
"9OqH5"	"982081000000100"	"NHS abdominal aortic aneurysm screening programme initial screening, subsequent review indicates repeat scan"	"2497661000000119"
"9OqH6"	"982101000000106"	"NHS abdominal aortic aneurysm screening programme initial screening, normal result"	"2497701000000113"
"9OqH7"	"982121000000102"	"NHS abdominal aortic aneurysm screening programme initial screening shows abdominal aortic aneurysm, placed on surveillance programme"	"2497741000000111"
"9OqH8"	"982141000000109"	"NHS abdominal aortic aneurysm screening programme initial screening shows large abdominal aortic aneurysm, referred to vascular service"	"2497781000000115"
"9OqH9"	"982161000000105"	"NHS abdominal aortic aneurysm screening programme surveillance screening incomplete, did not attend"	"2497821000000111"
"9OqHA"	"982181000000101"	"NHS abdominal aortic aneurysm screening programme surveillance screening incomplete, contact abandoned"	"2497861000000115"
"9OqHB"	"982201000000102"	"NHS abdominal aortic aneurysm screening programme surveillance screening incomplete, declined and withdrawn from surveillance programme"	"2497901000000110"
"9OqHC"	"982221000000106"	"NHS abdominal aortic aneurysm screening programme surveillance screening, requires regular repeat surveillance scan"	"2497941000000113"
"9OqHD"	"982241000000104"	"NHS abdominal aortic aneurysm screening programme surveillance screening, subsequent review indicates repeat scan"	"2497981000000117"
"9OqHE"	"982261000000103"	"NHS abdominal aortic aneurysm screening programme initial screening, non-visualised aorta, referred to medical imaging"	"2498021000000115"
"9OqHF"	"982281000000107"	"NHS abdominal aortic aneurysm screening programme screening outcome, non-visualised aorta"	"2498061000000111"
"9OqJ"	"985391000000106"	"Newborn and Infant Physical Examination Screening Programme, hip examination status"	"2505841000000119"
"9OqJ0"	"985431000000103"	"Newborn and Infant Physical Examination Screening Programme, hip examination done, bilateral abnormality suspected with risk factor"	"2505921000000116"
"9OqJ1"	"985701000000100"	"Newborn and Infant Physical Examination Screening Programme, hip examination done, no abnormality and no risk factor"	"2506471000000118"
"9OqJ2"	"985741000000102"	"Newborn and Infant Physical Examination Screening Programme, hip examination done, no abnormality with risk factor"	"2506551000000114"
"9OqJ3"	"985891000000104"	"Newborn and Infant Physical Examination Screening Programme, hip examination done, right abnormality suspected with risk factor"	"2506881000000118"
"9OqJ4"	"988161000000108"	"Newborn and Infant Physical Examination Screening Programme, hip examination not done"	"2512011000000118"
"9OqJ5"	"988181000000104"	"Newborn and Infant Physical Examination Screening Programme, hip examination declined"	"2512051000000119"
"9OqJ6"	"988201000000100"	"Newborn and Infant Physical Examination Screening Programme, hip examination incomplete"	"2512091000000110"
"9OqJ7"	"988221000000109"	"Newborn and Infant Physical Examination Screening Programme, hip examination done, right abnormality suspected and no risk factor"	"2512131000000113"
"9OqJ8"	"988241000000102"	"Newborn and Infant Physical Examination Screening Programme, hip examination done, bilateral abnormality suspected and no risk factor"	"2512171000000110"
"9OqJ9"	"988311000000108"	"Newborn and Infant Physical Examination Screening Programme, hip examination done, left abnormality suspected with risk factor"	"2512311000000115"
"9OqJA"	"988331000000100"	"Newborn and Infant Physical Examination Screening Programme, hip examination done, left abnormality suspected and no risk factor"	"2512351000000116"
"9OqK"	"988431000000107"	"Newborn and Infant Physical Examination Screening Programme, heart examination status"	"2512561000000113"
"9OqK0"	"988491000000108"	"Newborn and Infant Physical Examination Screening Programme, heart examination not done"	"2512681000000115"
"9OqK1"	"988511000000100"	"Newborn and Infant Physical Examination Screening Programme, heart examination done, no abnormality and no risk factor"	"2512721000000110"
"9OqK2"	"988531000000108"	"Newborn and Infant Physical Examination Screening Programme, heart examination done, no abnormality with risk factor"	"2512761000000119"
"9OqK3"	"988551000000101"	"Newborn and Infant Physical Examination Screening Programme, heart examination done, abnormality suspected with risk factor"	"2512801000000112"
"9OqK4"	"988571000000105"	"Newborn and Infant Physical Examination Screening Programme, heart examination done, abnormality suspected and no risk factor"	"2512841000000110"
"9OqK5"	"988591000000109"	"Newborn and Infant Physical Examination Screening Programme, heart examination declined"	"2512881000000119"
"9OqK6"	"988611000000101"	"Newborn and Infant Physical Examination Screening Programme, heart examination incomplete"	"2512921000000113"
"9OqL"	"988451000000100"	"Newborn and Infant Physical Examination Screening Programme, eye examination status"	"2512601000000113"
"9OqL0"	"989011000000103"	"Newborn and Infant Physical Examination Screening Programme, eye examination not done"	"2513731000000118"
"9OqL1"	"989031000000106"	"Newborn and Infant Physical Examination Screening Programme, eye examination declined"	"2513771000000116"
"9OqL2"	"989051000000104"	"Newborn and Infant Physical Examination Screening Programme, eye examination incomplete"	"2513811000000116"
"9OqL3"	"989071000000108"	"Newborn and Infant Physical Examination Screening Programme, eye examination done, no abnormality and no risk factor"	"2513851000000117"
"9OqL4"	"989091000000107"	"Newborn and Infant Physical Examination Screening Programme, eye examination done, no abnormality with risk factor"	"2513891000000113"
"9OqL5"	"989111000000102"	"Newborn and Infant Physical Examination Screening Programme, eye examination done, bilateral abnormality suspected and no risk factor"	"2513931000000115"
"9OqL6"	"989131000000105"	"Newborn and Infant Physical Examination Screening Programme, eye examination done, bilateral abnormality suspected with risk factor"	"2513971000000118"
"9OqL7"	"989151000000103"	"Newborn and Infant Physical Examination Screening Programme, eye examination done, right abnormality suspected with risk factor"	"2514011000000114"
"9OqL8"	"989171000000107"	"Newborn and Infant Physical Examination Screening Programme, eye examination done, right abnormality suspected and no risk factor"	"2514051000000113"
"9OqL9"	"989191000000106"	"Newborn and Infant Physical Examination Screening Programme, eye examination done, left abnormality suspected and no risk factor"	"2514091000000117"
"9OqLA"	"989211000000105"	"Newborn and Infant Physical Examination Screening Programme, eye examination done, left abnormality suspected with risk factor"	"2514131000000119"
"9OqM"	"988471000000109"	"Newborn and Infant Physical Examination Screening Programme, testis examination status"	"2512641000000111"
"9OqM0"	"988871000000107"	"Newborn and Infant Physical Examination Screening Programme, testis examination not done"	"2513451000000119"
"9OqM1"	"988891000000106"	"Newborn and Infant Physical Examination Screening Programme, testis examination declined"	"2513491000000110"
"9OqM2"	"988911000000109"	"Newborn and Infant Physical Examination Screening Programme, testis examination incomplete"	"2513531000000110"
"9OqM3"	"988951000000108"	"Newborn and Infant Physical Examination Screening Programme, testis examination done, bilateral abnormality suspected"	"2513611000000115"
"9OqM4"	"988931000000101"	"Newborn and Infant Physical Examination Screening Programme, testis examination done, no abnormality"	"2513571000000112"
"9OqM5"	"988971000000104"	"Newborn and Infant Physical Examination Screening Programme, testis examination done, right abnormality suspected"	"2513651000000116"
"9OqM6"	"988991000000100"	"Newborn and Infant Physical Examination Screening Programme, testis examination done, left abnormality suspected"	"2513691000000112"
"9OQZ"	"714041000000106"	"Well man monitoring administration"	"1565281000000111"
"9Or"	"713791000000101"	"Heart failure monitoring administration"	"1565031000000115"
"9OR"	"714031000000102"	"Well adult monitoring administration"	"1565271000000114"
"9OR"	"714111000000106"	"Well adult clinic administration"	"1565351000000113"
"9Or0"	"202231000000106"	"Heart failure review completed"	"308261000000111"
"9Or1"	"717531000000102"	"Heart failure monitoring telephone invitation"	"1570071000000118"
"9Or2"	"717501000000108"	"Heart failure monitoring verbal invitation"	"1570041000000112"
"9Or3"	"716971000000109"	"Heart failure monitoring first letter"	"1569521000000114"
"9Or4"	"717191000000108"	"Heart failure monitoring second letter"	"1569731000000119"
"9Or5"	"716621000000101"	"Heart failure monitoring third letter"	"1569171000000116"
"9ORZ"	"714031000000102"	"Well adult monitoring administration"	"1565271000000114"
"9Os"	"713801000000102"	"Atrial fibrillation monitoring administration"	"1565041000000112"
"9OS"	"713861000000103"	"Clinic monitoring administration"	"1565101000000110"
"9OS"	"8851000000107"	"Clinic monitoring administration"	"1565101000000110"
"9Os0"	"717221000000101"	"Atrial fibrillation monitoring first letter"	"1569761000000112"
"9Os1"	"716981000000106"	"Atrial fibrillation monitoring second letter"	"1569531000000111"
"9Os2"	"716181000000109"	"Atrial fibrillation monitoring third letter"	"1568741000000115"
"9Os3"	"717011000000100"	"Atrial fibrillation monitoring verbal invite"	"1570401000000119"
"9Os4"	"716721000000107"	"Atrial fibrillation monitoring telephone invite"	"1570381000000119"
"9OSZ"	"713861000000103"	"Clinic monitoring administration"	"1565101000000110"
"9Ot"	"713811000000100"	"Chronic kidney disease monitoring administration"	"1565051000000110"
"9OT"	"713861000000103"	"Clinic monitoring administration"	"1565101000000110"
"9OT"	"8961000000104"	"Clinic monitoring administration"	"1565101000000110"
"9Ot0"	"716651000000106"	"Chronic kidney disease monitoring first letter"	"1569201000000115"
"9Ot1"	"717751000000104"	"Chronic kidney disease monitoring second letter"	"1570281000000111"
